# `n`           a positive integer
# `factorzig`   the prime factors of n, indented by distance from the nearest prime
# `hsum`        the harmonic sum, the sum of the reciprocals of the prime factors of n
# `pi`          the prime counting function π(n), the number of primes less than or equal to n
# `piest`       an estimate of the prime counting function π(n), the number of primes less than or equal to n: n / (log n - 1)
# `riemannr`    the Riemann R function R(n)
# `riemannli`   the logarithmic integral Li(n)
# `cheby`       the Chebyshev θ(n) function, the sum of log p for primes p ≤ n
# `chebypow`    the Chebyshev ψ(n) function, the sum of log p for prime powers p^k ≤ n
# `vonmangoldt` the von Mangoldt function of n, Λ(n)
# `numdiv`      the number of divisors of n, τ(n)
# `sumdiv`      the sum of divisors of n, σ(n)
# `eulertot`    the Euler totient of n, φ(n)
# `carmichael`  the Carmichael function of n, λ(n)
# `dedekind`    the Dedekind ψ(n) function
# `mob`         the Möbius function of n, which is 1 if n is a product of an even number of distinct primes, -1 if odd, and 0 if any prime is repeated
# `numfacs`     the number of distinct prime factors of n, ω(n)
# `totfacs`     the total number of prime factors of n, counting multiplicity, Ω(n)
# `liouville`   the Liouville function of n, λ(n) = (-1)^Ω(n)
# `mertens`     the Mertens function M(n)
# `m*`          the prime residues of n modulo a set of primes
# `psym`        the symmetric primes at equal offsets around n
# `rad`         the radical of n, the product of its unique prime factors
# `mask`        the mask of prime factors (radical) of n, as a string

n,    factorzig,       hsum,     π,   π~,      R,       Li,       θ,        ψ,        Λ,      τ,   σ,     φ,    λ,    Dψ,    μ,   ω,  Ω,  λ,   M,   m2, m3, m5, m7, m11, m13, m17, m19, m23, m29, m31, psym,                              rad,  mask
 375,   3⋅5³,           0.53333,  74,  76.112,  74.374,   81.223,  346.900,  401.098,  0.000,   8,   624,  200,  100,   600,   0,  2,  4,   1,  -3,  1,  0,  0,  4,   1,  11,   1,  14,   7,  27,   3, 8 22 26 44 58 64 68 82 …,            15,  XX
 376,    2³⋅47,         0.52128,  74,  76.274,  74.537,   81.392,  346.900,  402.098,  0.000,   8,   720,  184,   46,   576,   0,  2,  4,   1,  -3,  0,  1,  1,  5,   2,  12,   2,  15,   8,  28,   4, 3 45 63 147 165 195 225 237 …,       94, X             X
 377,   13⋅29,          0.11141,  74,  76.436,  74.700,   81.560,  346.900,  403.098,  0.000,   4,   420,  336,   84,   420,   1,  2,  2,   1,  -2,  1,  2,  2,  6,   3,   0,   3,  16,   9,   0,   5, 24 66 84 114 126 144 180 186 …,     377,      X   X
 378,  2⋅3³⋅7,          0.97619,  74,  76.597,  74.863,   81.729,  346.900,  404.098,  0.000,  16,   960,  108,   18,   864,   0,  3,  5,  -1,  -2,  0,  0,  3,  0,   4,   1,   4,  17,  10,   1,   6, 5 11 19 31 41 61 65 71 …,            42, XX X
 379, 379,              0.00264,  75,  76.759,  75.026,   81.897,  352.838,  411.035,  5.938,   2,   380,  378,  378,   380,  -1,  1,  1,  -1,  -3,  1,  1,  4,  1,   5,   2,   5,  18,  11,   2,   7, 30 42 108 168 198 222 228 240 …,    379,                                                                           X
 380,  2²⋅5⋅19,         0.75263,  75,  76.920,  75.189,   82.066,  352.838,  406.098,  0.000,  12,   840,  144,   36,   719,   0,  3,  4,   1,  -3,  0,  2,  0,  2,   6,   3,   6,   0,  12,   3,   8, 21 63 69 87 99 111 123 129 …,       190, X X    X
 381,   3⋅127,          0.34121,  75,  77.082,  75.351,   82.234,  352.838,  407.098,  0.000,   4,   512,  252,  126,   512,   1,  2,  2,   1,  -2,  1,  0,  1,  3,   7,   4,   7,   1,  13,   4,   9, 2 8 28 50 68 98 110 118 …,          381,  X                            X
 382,  2⋅191,           0.50524,  75,  77.243,  75.514,   82.402,  352.838,  408.098,  0.000,   4,   576,  190,  190,   575,   1,  2,  2,   1,  -1,  0,  1,  2,  4,   8,   5,   8,   2,  14,   5,  10, 15 51 75 105 141 159 189 219 …,     382, X                                         X
 383, 383,              0.00261,  76,  77.404,  75.677,   82.570,  358.786,  415.046,  5.948,   2,   384,  382,  382,   383,  -1,  1,  1,  -1,  -2,  1,  2,  3,  5,   9,   6,   9,   3,  15,   6,  11, 36 66 120 126 186 204 210 216 …,    383,                                                                            X
 384,  2⁷⋅3,            0.83333,  76,  77.566,  75.839,   82.738,  358.786,  410.098,  0.000,  16,  1020,  128,   32,   768,   0,  2,  8,   1,  -2,  0,  0,  4,  6,  10,   7,  10,   4,  16,   7,  12, 5 17 25 35 37 47 73 77 …,             6, XX
 385,   5⋅7⋅11,         0.43377,  76,  77.727,  76.001,   82.906,  358.786,  411.098,  0.000,   8,   576,  240,   60,   575,  -1,  3,  3,  -1,  -3,  1,  1,  0,  0,   0,   8,  11,   5,  17,   8,  13, 12 36 48 54 72 78 102 114 …,        385,   XXX
 386,    2⋅193,         0.50518,  76,  77.888,  76.164,   83.074,  358.786,  412.098,  0.000,   4,   582,  192,  192,   582,   1,  2,  2,   1,  -2,  0,  2,  1,  1,   1,   9,  12,   6,  18,   9,  14, 3 33 75 93 105 117 123 135 …,       386, X                                          X
 387,   3²⋅43,          0.35659,  76,  78.049,  76.326,   83.242,  358.786,  413.098,  0.000,   6,   572,  252,   42,   528,   0,  2,  3,  -1,  -2,  1,  0,  2,  2,   2,  10,  13,   7,  19,  10,  15, 14 34 56 70 74 76 80 104 …,         129,  X           X
 388,  2²⋅97,           0.51031,  76,  78.210,  76.488,   83.410,  358.786,  414.098,  0.000,   6,   686,  192,   96,   588,   0,  2,  3,  -1,  -2,  0,  1,  3,  3,   3,  11,  14,   8,  20,  11,  16, 9 21 51 75 111 159 189 225 …,       194, X                       X
 389, 389,              0.00257,  77,  78.371,  76.651,   83.578,  364.749,  421.061,  5.964,   2,   390,  388,  388,   389,  -1,  1,  1,  -1,  -3,  1,  2,  4,  4,   4,  12,  15,   9,  21,  12,  17, 30 42 72 78 120 132 198 210 …,      389,                                                                             X
 390,  2⋅3⋅5⋅13,        1.11026,  77,  78.532,  76.813,   83.745,  364.749,  416.098,  0.000,  16,  1008,   96,   12,  1007,   1,  4,  4,   1,  -2,  0,  0,  0,  5,   5,   0,  16,  10,  22,  13,  18, 7 11 31 41 43 53 59 73 …,           390, XXX  X
 391,   17⋅23,          0.10230,  77,  78.692,  76.975,   83.913,  364.749,  417.098,  0.000,   4,   432,  352,  176,   431,   1,  2,  2,   1,  -1,  1,  1,  1,  6,   6,   1,   0,  11,   0,  14,  19, 18 42 108 150 180 210 228 240 …,    391,       X X
 392,    2³⋅7²,         0.64286,  77,  78.853,  77.137,   84.080,  364.749,  418.098,  0.000,  12,   855,  168,   42,   672,   0,  2,  5,  -1,  -1,  0,  2,  2,  0,   7,   2,   1,  12,   1,  15,  20, 9 39 75 99 111 129 165 195 …,        14, X  X
 393,     3⋅131,        0.34097,  77,  79.014,  77.299,   84.248,  364.749,  419.098,  0.000,   4,   528,  260,  130,   527,   1,  2,  2,   1,   0,  1,  0,  3,  1,   8,   3,   2,  13,   2,  16,  21, 4 26 40 46 56 86 110 116 …,         393,  X                             X
 394,    2⋅197,         0.50508,  77,  79.174,  77.461,   84.415,  364.749,  420.098,  0.000,   4,   594,  196,  196,   593,   1,  2,  2,   1,   1,  0,  1,  4,  2,   9,   4,   3,  14,   3,  17,  22, 15 27 45 63 153 183 213 237 …,      394, X                                           X
 395,   5⋅79,           0.21266,  77,  79.335,  77.622,   84.582,  364.749,  421.098,  0.000,   4,   480,  312,  156,   480,   1,  2,  2,   1,   2,  1,  2,  0,  3,  10,   5,   4,  15,   4,  18,  23, 6 36 48 84 114 126 162 168 …,       395,   X                  X
 396,  2²⋅3²⋅11,        0.92424,  77,  79.495,  77.784,   84.750,  364.749,  422.098,  0.000,  18,  1092,  120,   30,   863,   0,  3,  5,  -1,   2,  0,  0,  1,  4,   0,   6,   5,  16,   5,  19,  24, 13 23 37 43 47 65 83 103 …,          66, XX  X
 397, 397,              0.00252,  78,  79.656,  77.946,   84.917,  370.733,  429.082,  5.984,   2,   398,  396,  396,   398,  -1,  1,  1,  -1,   1,  1,  1,  2,  5,   1,   7,   6,  17,   6,  20,  25, 24 60 66 90 126 174 204 216 …,      397,                                                                              X
 398,  2⋅199,           0.50503,  78,  79.816,  78.107,   85.084,  370.733,  424.098,  0.000,   4,   600,  198,  198,   600,   1,  2,  2,   1,   2,  0,  2,  3,  6,   2,   8,   7,  18,   7,  21,  26, 45 51 81 105 159 165 171 201 …,     398, X                                            X
 399,   3⋅7⋅19,         0.52882,  78,  79.977,  78.269,   85.251,  370.733,  425.098,  0.000,   8,   640,  216,   18,   640,  -1,  3,  3,  -1,   1,  1,  0,  4,  0,   3,   9,   8,   0,   8,  22,  27, 2 10 20 32 40 50 62 68 …,           399,  X X   X
 400,  2⁴⋅5²,           0.70000,  78,  80.137,  78.430,   85.418,  370.733,  426.098,  0.000,  15,   961,  160,   20,   719,   0,  2,  6,   1,   1,  0,  1,  0,  1,   4,  10,   9,   1,   9,  23,  28, 21 33 63 87 123 171 177 201 …,       10, X X
 401, 401,              0.00249,  79,  80.297,  78.592,   85.585,  376.727,  433.092,  5.994,   2,   402,  400,  400,   402,  -1,  1,  1,  -1,   0,  1,  2,  1,  2,   5,  11,  10,   2,  10,  24,  29, 18 42 48 90 108 120 162 168 …,      401,                                                                               X
 402,  2⋅3⋅67,          0.84826,  79,  80.457,  78.753,   85.752,  376.727,  428.098,  0.000,   8,   816,  132,   66,   816,  -1,  3,  3,  -1,  -1,  0,  0,  2,  3,   6,  12,  11,   3,  11,  25,  30, 19 29 55 65 85 89 119 121 …,        402, XX                X
 403,   13⋅31,          0.10918,  79,  80.617,  78.915,   85.918,  376.727,  429.098,  0.000,   4,   448,  360,   60,   447,   1,  2,  2,   1,   0,  1,  1,  3,  4,   7,   0,  12,   4,  12,  26,   0, 6 30 36 54 96 120 174 204 …,        403,      X    X
 404,    2²⋅101,        0.50990,  79,  80.777,  79.076,   86.085,  376.727,  430.098,  0.000,   6,   714,  200,  100,   612,   0,  2,  3,  -1,   0,  0,  2,  4,  5,   8,   1,  13,   5,  13,  27,   1, 15 45 57 87 153 165 213 237 …,      202, X                        X
 405,     3⁴⋅5,         0.53333,  79,  80.937,  79.237,   86.252,  376.727,  431.098,  0.000,  10,   726,  216,  108,   648,   0,  2,  5,  -1,   0,  1,  0,  0,  6,   9,   2,  14,   6,  14,  28,   2, 4 16 26 38 52 56 58 74 …,            15,  XX
 406,    2⋅7⋅29,        0.67734,  79,  81.097,  79.398,   86.418,  376.727,  432.098,  0.000,   8,   720,  168,   84,   720,  -1,  3,  3,  -1,  -1,  0,  1,  1,  0,  10,   3,  15,   7,  15,   0,   3, 27 33 57 93 135 165 195 207 …,      406, X  X     X
 407,   11⋅37,          0.11794,  79,  81.257,  79.559,   86.585,  376.727,  433.098,  0.000,   4,   456,  360,  180,   456,   1,  2,  2,   1,   0,  1,  2,  2,  1,   0,   4,  16,   8,  16,   1,   4, 24 54 60 96 114 150 156 180 …,      407,     X      X
 408,  2³⋅3⋅17,         0.89216,  79,  81.417,  79.720,   86.751,  376.727,  434.098,  0.000,  16,  1080,  128,   16,   864,   0,  3,  5,  -1,   0,  0,  0,  3,  2,   1,   5,   0,   9,  17,   2,   5, 11 25 35 41 49 55 59 71 …,          102, XX    X
 409, 409,              0.00244,  80,  81.576,  79.881,   86.917,  382.741,  441.111,  6.014,   2,   410,  408,  408,   410,  -1,  1,  1,  -1,  -1,  1,  1,  4,  3,   2,   6,   1,  10,  18,   3,   6, 12 30 78 132 138 168 198 210 …,     409,                                                                                X
 410,  2⋅5⋅41,          0.72439,  80,  81.736,  80.042,   87.083,  382.741,  436.098,  0.000,   8,   756,  160,   40,   756,  -1,  3,  3,  -1,  -2,  0,  2,  0,  4,   3,   7,   2,  11,  19,   4,   7, 9 21 51 57 93 99 147 153 …,         410, X X         X
 411,   3⋅137,          0.34063,  80,  81.895,  80.203,   87.250,  382.741,  437.098,  0.000,   4,   552,  272,  136,   552,   1,  2,  2,   1,  -1,  1,  0,  1,  5,   4,   8,   3,  12,  20,   5,   8, 10 22 28 32 38 52 80 98 …,          411,  X                              X
 412,    2²⋅103,        0.50971,  80,  82.055,  80.364,   87.416,  382.741,  438.098,  0.000,   6,   728,  204,  102,   624,   0,  2,  3,  -1,  -1,  0,  1,  2,  6,   5,   9,   4,  13,  21,   6,   9, 45 75 129 135 189 201 219 231 …,    206, X                         X
 413,     7⋅59,         0.15981,  80,  82.214,  80.525,   87.582,  382.741,  439.098,  0.000,   4,   480,  348,  174,   479,   1,  2,  2,   1,   0,  1,  2,  3,  0,   6,  10,   5,  14,  22,   7,  10, 30 54 66 96 144 150 156 174 …,      413,    X            X
 414,      2⋅3²⋅23,     0.87681,  80,  82.374,  80.685,   87.748,  382.741,  440.098,  0.000,  12,   936,  132,   66,   864,   0,  3,  4,   1,   0,  0,  0,  4,  1,   7,  11,   6,  15,   0,   8,  11, 5 17 25 35 47 65 77 107 …,          138, XX      X
 415,     5⋅83,         0.21205,  80,  82.533,  80.846,   87.914,  382.741,  441.098,  0.000,   4,   504,  328,  164,   504,   1,  2,  2,   1,   1,  1,  1,  0,  2,   8,  12,   7,  16,   1,   9,  12, 6 18 42 48 84 108 132 186 …,        415,   X                   X
 416,    2⁵⋅13,         0.57692,  80,  82.693,  81.007,   88.080,  382.741,  442.098,  0.000,  12,   882,  192,   24,   672,   0,  2,  6,   1,   1,  0,  2,  1,  3,   9,   0,   8,  17,   2,  10,  13, 15 27 33 63 105 147 153 177 …,       26, X    X
 417,   3⋅139,          0.34053,  80,  82.852,  81.167,   88.245,  382.741,  443.098,  0.000,   4,   560,  276,  138,   560,   1,  2,  2,   1,   2,  1,  0,  2,  4,  10,   1,   9,  18,   3,  11,  14, 16 44 50 70 86 104 106 124 …,       417,  X                               X
 418,  2⋅11⋅19,         0.64354,  80,  83.011,  81.328,   88.411,  382.741,  444.098,  0.000,   8,   720,  180,   90,   720,  -1,  3,  3,  -1,   1,  0,  1,  3,  5,   0,   2,  10,   0,   4,  12,  15, 21 39 45 69 81 105 189 195 …,       418, X   X  X
 419, 419,              0.00239,  81,  83.170,  81.488,   88.577,  388.779,  451.136,  6.038,   2,   420,  418,  418,   420,  -1,  1,  1,  -1,   0,  1,  2,  4,  6,   1,   3,  11,   1,   5,  13,  16, 30 60 72 102 138 150 168 180 …,     419,                                                                                 X
 420,  2²⋅3⋅5⋅7,        1.17619,  81,  83.329,  81.648,   88.742,  388.779,  446.098,  0.000,  24,  1344,   96,   12,  1151,   0,  4,  5,  -1,   0,  0,  0,  0,  0,   2,   4,  12,   2,   6,  14,  17, 1 11 19 23 37 41 47 67 …,           210, XXXX
 421, 421,              0.00238,  82,  83.488,  81.809,   88.908,  394.821,  453.140,  6.043,   2,   422,  420,  420,   422,  -1,  1,  1,  -1,  -1,  1,  1,  1,  1,   3,   5,  13,   3,   7,  15,  18, 12 42 150 180 192 198 210 222 …,    421,                                                                                  X
 422,  2⋅211,           0.50474,  82,  83.647,  81.969,   89.073,  394.821,  448.098,  0.000,   4,   636,  210,  210,   635,   1,  2,  2,   1,   0,  0,  2,  2,  2,   4,   6,  14,   4,   8,  16,  19, 21 39 69 141 165 171 195 225 …,     422, X                                             X
 423,   3²⋅47,          0.35461,  82,  83.806,  82.129,   89.239,  394.821,  449.098,  0.000,   6,   624,  276,  138,   575,   0,  2,  3,  -1,   0,  1,  0,  3,  3,   5,   7,  15,   5,   9,  17,  20, 26 34 40 44 56 64 76 86 …,          141,  X            X
 424,    2³⋅53,         0.51887,  82,  83.965,  82.289,   89.404,  394.821,  450.098,  0.000,   8,   810,  208,   52,   648,   0,  2,  4,   1,   0,  0,  1,  4,  4,   6,   8,  16,   6,  10,  18,  21, 15 75 117 147 153 183 195 267 …,    106, X              X
 425,     5²⋅17,        0.25882,  82,  84.124,  82.449,   89.569,  394.821,  451.098,  0.000,   6,   558,  320,   80,   540,   0,  2,  3,  -1,   0,  1,  2,  0,  5,   7,   9,   0,   7,  11,  19,  22, 6 24 36 42 66 78 132 144 …,          85,   X   X
 426,      2⋅3⋅71,      0.84742,  82,  84.282,  82.609,   89.735,  394.821,  452.098,  0.000,   8,   864,  140,   70,   864,  -1,  3,  3,  -1,  -1,  0,  0,  1,  6,   8,  10,   1,   8,  12,  20,  23, 5 7 17 37 53 73 77 95 …,            426, XX                 X
 427,     7⋅61,         0.15925,  82,  84.441,  82.769,   89.900,  394.821,  453.098,  0.000,   4,   496,  360,   60,   496,   1,  2,  2,   1,   0,  1,  1,  2,  0,   9,  11,   2,   9,  13,  21,  24, 6 30 60 96 114 120 144 150 …,       427,    X             X
 428,    2²⋅107,        0.50935,  82,  84.600,  82.929,   90.065,  394.821,  454.098,  0.000,   6,   756,  212,  106,   648,   0,  2,  3,  -1,   0,  0,  2,  3,  1,  10,  12,   3,  10,  14,  22,  25, 39 75 81 135 159 165 171 189 …,     214, X                          X
 429,   3⋅11⋅13,        0.50117,  82,  84.758,  83.089,   90.230,  394.821,  455.098,  0.000,   8,   672,  240,   60,   671,  -1,  3,  3,  -1,  -1,  1,  0,  4,  2,   0,   0,   4,  11,  15,  23,  26, 10 20 28 32 50 62 70 80 …,          429,  X  XX
 430,  2⋅5⋅43,          0.72326,  82,  84.917,  83.249,   90.395,  394.821,  456.098,  0.000,   8,   792,  168,   84,   791,  -1,  3,  3,  -1,  -2,  0,  1,  0,  3,   1,   1,   5,  12,  16,  24,  27, 9 33 57 93 117 147 189 201 …,       430, X X          X
 431, 431,              0.00232,  83,  85.075,  83.408,   90.560,  400.887,  463.164,  6.066,   2,   432,  430,  430,   432,  -1,  1,  1,  -1,  -3,  1,  2,  1,  4,   2,   2,   6,  13,  17,  25,  28, 12 30 48 72 78 138 162 168 …,       431,                                                                                   X
 432,  2⁴⋅3³,           0.83333,  83,  85.234,  83.568,   90.724,  400.887,  458.098,  0.000,  20,  1240,  144,   36,   864,   0,  2,  7,  -1,  -3,  0,  0,  2,  5,   3,   3,   7,  14,  18,  26,  29, 1 11 31 35 59 115 125 139 …,          6, XX
 433, 433,              0.00231,  84,  85.392,  83.728,   90.889,  406.958,  465.168,  6.071,   2,   434,  432,  432,   434,  -1,  1,  1,  -1,  -4,  1,  1,  3,  6,   4,   4,   8,  15,  19,  27,  30, 24 54 66 210 240 276 294 306 …,     433,                                                                                    X
 434,  2⋅7⋅31,          0.67512,  84,  85.550,  83.887,   91.054,  406.958,  460.098,  0.000,   8,   768,  180,   30,   768,  -1,  3,  3,  -1,  -5,  0,  2,  4,  0,   5,   5,   9,  16,  20,  28,   0, 15 33 45 75 87 123 153 165 …,       434, X  X      X
 435,   3⋅5⋅29,         0.56782,  84,  85.708,  84.047,   91.218,  406.958,  461.098,  0.000,   8,   720,  224,   28,   720,  -1,  3,  3,  -1,  -6,  1,  0,  0,  1,   6,   6,  10,  17,  21,   0,   1, 4 14 26 52 56 68 86 88 …,           435,  XX      X
 436,    2²⋅109,        0.50917,  84,  85.867,  84.206,   91.383,  406.958,  462.098,  0.000,   6,   770,  216,  108,   660,   0,  2,  3,  -1,  -6,  0,  1,  1,  2,   7,   7,  11,  18,  22,   1,   2, 3 27 63 87 105 165 195 207 …,       218, X                           X
 437,   19⋅23,          0.09611,  84,  86.025,  84.366,   91.548,  406.958,  463.098,  0.000,   4,   480,  396,  198,   480,   1,  2,  2,   1,  -5,  1,  2,  2,  3,   8,   8,  12,   0,   0,   2,   3, 6 54 84 120 126 156 180 204 …,      437,        XX
 438,  2⋅3⋅73,          0.84703,  84,  86.183,  84.525,   91.712,  406.958,  464.098,  0.000,   8,   888,  144,   72,   888,  -1,  3,  3,  -1,  -6,  0,  0,  3,  4,   9,   9,  13,   1,   1,   3,   4, 5 19 29 41 49 65 71 85 …,           438, XX                  X
 439, 439,              0.00228,  85,  86.341,  84.684,   91.876,  413.043,  471.182,  6.084,   2,   440,  438,  438,   440,  -1,  1,  1,  -1,  -7,  1,  1,  4,  5,  10,  10,  14,   2,   2,   4,   5, 18 60 102 108 132 162 168 288 …,    439,                                                                                     X
 440,  2³⋅5⋅11,         0.79091,  85,  86.499,  84.844,   92.041,  413.043,  466.098,  0.000,  16,  1080,  160,   20,   863,   0,  3,  5,  -1,  -7,  0,  2,  0,  6,   0,  11,  15,   3,   3,   5,   6, 9 21 39 51 81 123 129 147 …,        110, X X X
 441,   3²⋅7²,          0.47619,  85,  86.657,  85.003,   92.205,  413.043,  467.098,  0.000,   9,   741,  252,   42,   672,   0,  2,  4,   1,  -7,  1,  0,  1,  0,   1,  12,  16,   4,   4,   6,   7, 2 8 20 22 58 62 68 82 …,             21,  X X
 442,  2⋅13⋅17,         0.63575,  85,  86.815,  85.162,   92.369,  413.043,  468.098,  0.000,   8,   756,  192,   48,   756,  -1,  3,  3,  -1,  -8,  0,  1,  2,  1,   2,   0,   0,   5,   5,   7,   8, 21 45 105 129 135 159 165 171 …,    442, X    XX
 443, 443,              0.00226,  86,  86.972,  85.321,   92.533,  419.136,  475.191,  6.094,   2,   444,  442,  442,   444,  -1,  1,  1,  -1,  -9,  1,  2,  3,  2,   3,   1,   1,   6,   6,   8,   9, 24 60 126 150 174 204 210 216 …,    443,                                                                                      X
 444,  2²⋅3⋅37,         0.86036,  86,  87.130,  85.480,   92.697,  419.136,  470.098,  0.000,  12,  1064,  144,   36,   912,   0,  3,  4,   1,  -9,  0,  0,  4,  3,   4,   2,   2,   7,   7,   9,  10, 5 13 23 35 43 47 55 65 …,           222, XX         X
 445,   5⋅89,           0.21124,  86,  87.288,  85.639,   92.861,  419.136,  471.098,  0.000,   4,   540,  352,   88,   540,   1,  2,  2,   1,  -8,  1,  1,  0,  4,   5,   3,   3,   8,   8,  10,  11, 12 78 96 132 162 168 174 216 …,     445,   X                    X
 446,    2⋅223,         0.50448,  86,  87.446,  85.798,   93.025,  419.136,  472.098,  0.000,   4,   672,  222,  222,   672,   1,  2,  2,   1,  -7,  0,  2,  1,  5,   6,   4,   4,   9,   9,  11,  12, 3 15 45 57 63 153 195 207 …,        446, X                                              X
 447,   3⋅149,          0.34004,  86,  87.603,  85.957,   93.189,  419.136,  473.098,  0.000,   4,   600,  296,  148,   600,   1,  2,  2,   1,  -6,  1,  0,  2,  6,   7,   5,   5,  10,  10,  12,  13, 14 16 74 94 100 110 116 130 …,      447,  X                                X
 448,  2⁶⋅7,            0.64286,  86,  87.761,  86.116,   93.353,  419.136,  474.098,  0.000,  14,  1016,  192,   48,   768,   0,  2,  7,  -1,  -6,  0,  1,  3,  0,   8,   6,   6,  11,  11,  13,  14, 9 15 39 51 75 99 165 171 …,          14, X  X
 449, 449,              0.00223,  87,  87.918,  86.274,   93.517,  425.243,  481.205,  6.107,   2,   450,  448,  448,   450,  -1,  1,  1,  -1,  -7,  1,  2,  4,  1,   9,   7,   7,  12,  12,  14,  15, 18 30 60 138 168 192 198 210 …,     449,                                                                                       X
 450,  2⋅3²⋅5²,         1.03333,  87,  88.076,  86.433,   93.681,  425.243,  476.098,  0.000,  18,  1209,  120,   60,  1080,   0,  3,  5,  -1,  -7,  0,  0,  0,  2,  10,   8,   8,  13,  13,  15,  16, 7 11 17 29 41 49 53 71 …,            30, XXX
 451,   11⋅41,          0.11530,  87,  88.233,  86.592,   93.844,  425.243,  477.098,  0.000,   4,   504,  400,   40,   503,   1,  2,  2,   1,  -6,  1,  1,  1,  3,   0,   9,   9,  14,  14,  16,  17, 12 72 120 168 180 210 222 240 …,    451,     X       X
 452,    2²⋅113,        0.50885,  87,  88.390,  86.750,   94.008,  425.243,  478.098,  0.000,   6,   798,  224,  112,   684,   0,  2,  3,  -1,  -6,  0,  2,  2,  4,   1,  10,  10,  15,  15,  17,  18, 9 51 69 105 135 141 189 195 …,      226, X                            X
 453,     3⋅151,        0.33996,  87,  88.548,  86.909,   94.171,  425.243,  479.098,  0.000,   4,   608,  300,  150,   608,   1,  2,  2,   1,  -5,  1,  0,  3,  5,   2,  11,  11,  16,  16,  18,  19, 4 10 14 34 56 70 94 104 …,          453,  X                                 X
 454,    2⋅227,         0.50441,  87,  88.705,  87.067,   94.335,  425.243,  480.098,  0.000,   4,   684,  226,  226,   684,   1,  2,  2,   1,  -4,  0,  1,  4,  6,   3,  12,  12,  17,  17,  19,  20, 33 45 87 117 123 147 177 255 …,     454, X                                               X
 455,   5⋅7⋅13,         0.41978,  87,  88.862,  87.226,   94.498,  425.243,  481.098,  0.000,   8,   672,  288,   12,   671,  -1,  3,  3,  -1,  -5,  1,  2,  0,  0,   4,   0,  13,  18,  18,  20,  21, 6 12 24 36 54 66 102 108 …,         455,   XX X
 456,  2³⋅3⋅19,         0.88596,  87,  89.019,  87.384,   94.662,  425.243,  482.098,  0.000,  16,  1200,  144,   18,   960,   0,  3,  5,  -1,  -5,  0,  0,  1,  1,   5,   1,  14,   0,  19,  21,  22, 7 23 35 47 67 107 143 145 …,        114, XX     X
 457, 457,              0.00219,  88,  89.176,  87.543,   94.825,  431.368,  489.222,  6.125,   2,   458,  456,  456,   458,  -1,  1,  1,  -1,  -6,  1,  1,  2,  2,   6,   2,  15,   1,  20,  22,  23, 84 90 120 144 150 174 186 216 …,    457,                                                                                        X
 458,  2⋅229,           0.50437,  88,  89.333,  87.701,   94.988,  431.368,  484.098,  0.000,   4,   690,  228,  228,   689,   1,  2,  2,   1,  -5,  0,  2,  3,  3,   7,   3,  16,   2,  21,  23,  24, 9 99 105 111 141 189 195 201 …,     458, X                                                X
 459,   3³⋅17,          0.39216,  88,  89.490,  87.859,   95.151,  431.368,  485.098,  0.000,   8,   720,  288,  144,   647,   0,  2,  4,   1,  -5,  1,  0,  4,  4,   8,   4,   0,   3,  22,  24,  25, 2 20 28 40 50 62 110 112 …,          51,  X    X
 460,  2²⋅5⋅23,         0.74348,  88,  89.647,  88.018,   95.314,  431.368,  486.098,  0.000,  12,  1008,  176,   44,   863,   0,  3,  4,   1,  -5,  0,  1,  0,  5,   9,   5,   1,   4,   0,  25,  26, 3 27 39 63 81 87 111 147 …,         230, X X     X
 461, 461,              0.00217,  89,  89.804,  88.176,   95.478,  437.501,  493.231,  6.133,   2,   462,  460,  460,   462,  -1,  1,  1,  -1,  -6,  1,  2,  1,  6,  10,   6,   2,   5,   1,  26,  27, 18 30 42 60 102 108 180 192 …,      461,                                                                                         X
 462,  2⋅3⋅7⋅11,        1.06710,  89,  89.961,  88.334,   95.641,  437.501,  488.098,  0.000,  16,  1152,  120,   30,  1151,   1,  4,  4,   1,  -5,  0,  0,  2,  0,   0,   7,   3,   6,   2,  27,  28, 1 5 29 41 61 79 95 109 …,           462, XX XX
 463, 463,              0.00216,  90,  90.118,  88.492,   95.804,  443.639,  495.235,  6.138,   2,   464,  462,  462,   463,  -1,  1,  1,  -1,  -6,  1,  1,  3,  1,   1,   8,   4,   7,   3,  28,  29, 24 84 114 150 156 180 264 270 …,    463,                                                                                          X
 464,  2⁴⋅29,           0.53448,  90,  90.274,  88.650,   95.966,  443.639,  490.098,  0.000,  10,   930,  224,   28,   720,   0,  2,  5,  -1,  -6,  0,  2,  4,  2,   2,   9,   5,   8,   4,   0,  30, 3 15 45 105 153 183 195 213 …,       58, X        X
 465,   3⋅5⋅31,         0.56559,  90,  90.431,  88.808,   96.129,  443.639,  491.098,  0.000,   8,   768,  240,   60,   767,  -1,  3,  3,  -1,  -7,  1,  0,  0,  3,   3,  10,   6,   9,   5,   1,   0, 2 22 26 34 44 56 76 82 …,           465,  XX       X
 466,  2⋅233,           0.50429,  90,  90.588,  88.966,   96.292,  443.639,  492.098,  0.000,   4,   702,  232,  232,   702,   1,  2,  2,   1,  -6,  0,  1,  1,  4,   4,  11,   7,  10,   6,   2,   1, 33 57 135 153 195 225 243 267 …,    466, X                                                 X
